video_id,class,sequence_length
27281,557,23
27282,557,28
27274,696,81
27284,557,63
27285,557,63
27278,696,55
27279,696,44
27254,142,43
69365,142,77
68072,142,91
68610,142,57
27271,142,80
27272,142,64
65892,142,61
27263,142,74
27264,142,52
27265,142,64
27267,142,55
27321,1048,35
27322,1048,57
27313,1048,46
27314,1048,45
68860,555,72
27375,555,114
27376,555,49
27377,555,79
27380,555,74
27381,555,58
27382,555,62
27387,248,33
27417,248,63
65893,248,51
27407,248,36
27410,248,28
27412,248,38
27414,248,63
27415,750,63
27432,1206,35
27436,1206,67
27434,1206,96
67763,1206,45
27439,1206,32
27440,1206,50
27441,1206,68
27444,691,49
27451,691,38
27452,691,25
27445,691,68
27446,691,68
27447,691,38
27448,691,24
27485,476,43
27486,476,61
27487,476,65
27489,476,106
27492,476,66
27534,1319,52
27535,1319,125
27536,1319,28
27537,1319,28
27541,1319,63
27542,1319,63
27552,557,21
27554,557,18
27555,557,18
27556,557,28
27559,557,63
27574,1,28
27575,1,49
27576,1,75
65894,1,82
27569,1,66
27570,1,74
27571,1,30
27572,1,26
27580,153,33
27597,153,64
27598,153,72
27599,153,56
27601,153,49
27604,153,55
27592,153,38
27593,153,72
65895,933,53
27633,933,75
67762,933,43
27634,933,45
27637,933,32
27638,933,76
27639,933,64
27662,693,63
27664,693,55
27665,693,43
27666,693,39
27672,693,57
27673,693,63
27661,693,32
27752,172,58
27744,172,94
27754,172,76
27745,172,32
27748,172,33
27762,34,35
69366,34,56
68514,34,59
27772,34,63
27765,34,133
67765,34,44
27775,34,77
27766,34,65
27769,34,53
27770,34,30
27771,34,75
27788,529,58
27793,529,88
68073,529,82
67766,529,38
27789,529,91
27795,529,55
27801,529,71
27796,529,41
27821,830,27
27823,830,74
67767,830,38
27824,830,61
27827,830,30
27828,830,65
27829,830,63
27835,52,41
27848,52,60
65898,52,50
65899,52,59
27840,52,69
27841,52,59
27881,1093,72
27882,1093,58
67768,1093,49
27883,1093,79
27876,1093,79
27877,1093,55
27879,1093,38
27880,1093,28
27915,1324,41
27940,1324,62
27941,1324,58
27942,1324,30
27945,1324,71
27923,1144,40
27925,1144,43
27926,1144,63
27927,1233,55
27929,1144,40
65905,1233,50
27931,1233,73
27932,1233,73
27933,1144,53
27921,1144,46
27983,597,49
28002,597,68
28003,597,66
27994,597,89
27998,597,23
27999,597,49
28000,597,92
28001,597,85
28040,1078,55
28041,1078,47
28033,1078,69
67773,1078,53
28034,1078,74
28035,1078,33
28036,1078,90
28038,1078,67
28050,182,33
28056,182,40
28057,182,48
28058,182,90
28059,182,13
28074,686,33
69368,686,49
28125,686,60
28108,686,59
28111,686,31
28112,686,66
28113,686,55
28114,686,55
28107,686,81
28118,686,47
28121,686,48
28123,686,68
28085,862,57
28088,862,31
28089,862,33
28096,862,63
28091,862,24
28134,541,38
28140,541,80
28141,541,34
28142,541,38
28145,541,62
28146,541,64
28148,541,69
28149,541,58
28139,541,48
28157,1235,46
69369,1235,56
28166,1235,63
28167,1235,92
67777,1235,48
28169,1235,73
28160,1235,62
28161,1235,46
28164,1235,40
28165,1235,51
28187,1015,33
69370,1015,77
68954,1015,64
28205,1015,56
28210,1015,24
28201,1015,72
67776,1015,46
28211,1015,28
28202,1015,68
28203,1015,69
28204,1015,79
28248,493,33
65909,493,63
28260,493,53
28261,493,43
28265,493,81
28266,493,71
28267,493,62
28291,1031,40
28292,1031,46
28306,834,46
28311,834,32
28312,834,69
28313,834,55
67778,834,47
28316,834,62
28317,834,49
28318,834,59
28309,834,30
28310,834,32
28375,556,52
28383,556,105
28385,556,63
28376,556,95
28377,556,73
28378,556,32
28381,556,26
28382,556,57
28386,1005,43
28396,1005,62
28397,1005,69
65912,1005,45
28391,1005,31
28394,1005,53
28395,1005,43
28412,1215,41
28413,1215,91
28414,1215,42
28415,1215,69
28419,1215,88
28420,1215,69
28423,953,93
28424,953,52
28425,953,23
28433,953,68
28435,953,55
28428,953,42
28436,953,74
28429,953,35
28438,417,33
28441,417,68
28443,417,53
28444,417,53
28450,417,82
28452,417,67
28453,417,49
28454,417,70
28461,1098,35
68772,1098,49
28469,1098,38
28470,1098,77
65913,1098,48
28463,1098,86
67781,1098,62
28473,1098,69
28466,1098,67
28467,1098,55
28557,1087,21
66047,1087,68
28789,1087,97
28790,1087,46
28794,1087,89
28581,751,46
28582,751,75
28583,751,61
28584,751,47
28587,751,28
28588,751,57
28589,751,79
28590,751,78
28647,1210,58
28653,1210,23
28655,1210,30
28656,1210,77
28657,1210,60
28658,1210,68
28648,1210,142
28649,1210,62
28652,1210,56
65919,668,63
28678,668,12
28675,668,84
28680,668,48
28683,668,63
28734,732,43
69375,732,73
28742,732,23
28743,732,31
28749,732,68
28737,732,36
28739,732,60
28772,1240,49
28782,1240,54
28783,1240,88
65923,1240,51
28776,1240,60
28777,1240,23
28778,1240,22
28779,1240,23
28823,740,38
28810,740,41
28820,740,84
28821,740,92
28827,740,72
28811,817,35
28813,817,63
28816,817,19
28817,817,33
28818,817,69
28875,310,41
28885,310,62
28886,310,63
28876,310,55
28879,310,18
28880,310,18
28881,310,25
65925,153,46
29007,153,91
67787,153,65
29008,153,58
29011,153,76
29064,479,38
69376,479,76
29068,479,37
65926,479,55
29069,479,80
29066,479,53
29070,479,31
29071,479,33
29074,479,70
29087,97,38
29095,97,71
29096,97,88
65927,97,53
29089,97,33
29090,97,67
29091,97,55
29092,97,43
29134,1202,43
29142,1202,25
29143,1202,37
29144,1202,36
29136,1202,76
29146,1202,73
29147,1202,74
29137,1202,55
29140,1202,33
29141,1202,32
29171,189,21
69377,189,58
29718,189,71
29719,189,60
29722,189,23
29723,189,21
29724,189,88
29725,189,59
29275,1222,35
29278,1222,101
29279,1222,68
29280,1222,28
29283,1222,54
29284,1222,72
29324,1331,63
29327,1331,89
29328,1331,77
29329,1331,29
29332,1331,55
29333,1331,51
29334,1331,89
29380,422,46
29391,422,71
65932,422,56
29383,422,85
29386,422,56
29387,422,55
29388,638,34
29389,422,72
29390,422,53
29399,1244,85
29407,1244,35
29408,1244,72
29409,1244,115
29402,1244,33
29404,1244,61
29405,1244,55
29406,1244,55
29461,341,33
65933,341,74
29462,341,82
29463,341,65
29468,341,65
29561,1239,54
65938,1239,48
29562,1239,104
29563,1239,29
29566,1239,58
29567,1239,56
65939,1025,61
29616,1025,65
29617,1025,55
29618,1025,55
29619,1025,30
29628,1100,27
29648,1100,26
29649,1100,58
29650,1100,34
29653,1100,34
29654,1100,31
29655,1100,43
65940,1100,51
29660,1100,64
29661,1100,63
29647,1100,57
29631,1100,41
29633,1100,85
29634,1100,63
29635,1100,55
29636,1100,43
29789,890,43
29791,890,25
29792,890,61
29794,890,27
29797,890,52
29798,890,74
29841,706,60
29842,706,122
29845,706,55
29847,706,28
29848,706,71
29849,706,80
65942,189,64
29866,189,83
29867,189,30
29868,189,61
29872,189,56
29873,189,75
29897,779,97
29899,779,39
29900,779,59
29901,779,53
65943,423,46
29919,423,74
29920,423,36
29921,423,60
29925,423,62
65945,388,53
29962,388,105
29963,388,67
29964,388,53
29967,388,68
29976,1097,38
65947,1097,51
29979,1097,89
29980,1097,30
29984,1097,56
29986,1097,76
30051,1239,41
30060,1239,77
30053,1239,29
30054,1239,34
30055,1239,53
30056,1239,21
65950,361,51
30153,361,78
30154,361,80
30155,410,61
30156,410,63
30158,410,55
30160,361,31
30152,410,203
30166,361,88
30168,410,84
68308,361,52
30177,361,55
30169,361,78
30171,361,30
30172,361,45
30173,361,34
30175,361,80
30215,298,60
30217,298,67
30218,298,20
30219,298,57
30223,298,89
30227,753,46
30235,753,64
30237,753,55
30238,753,55
67793,753,50
30240,753,66
30241,753,83
30242,753,88
30233,753,35
30234,753,33
30252,1133,38
68077,1133,62
68962,1133,76
30271,1133,84
30267,1133,21
30268,1133,48
30269,1133,58
30270,1133,59
30256,892,49
65954,892,61
67795,892,54
30257,892,85
30260,892,54
30261,892,66
30262,892,90
30277,666,38
30285,666,38
30289,666,80
30278,666,87
30281,666,55
30283,666,71
30300,286,23
30301,286,28
30302,286,66
30304,286,78
30311,240,46
30321,240,55
30323,240,69
65956,240,54
30327,240,77
30316,240,122
30318,240,42
30319,240,59
30383,264,41
30391,264,63
30392,264,79
65958,264,59
30385,264,56
30386,264,51
30387,264,57
30388,264,33
30453,831,29
30454,831,28
30455,831,32
30457,831,55
65959,831,45
30451,831,85
30461,831,53
30463,831,92
30467,779,60
30473,779,55
30474,779,59
30475,779,65
30477,779,71
30478,779,68
30468,779,154
30469,779,116
30472,779,71
30509,881,35
65961,881,53
67797,881,48
30510,881,88
30513,881,55
30514,881,43
30515,881,49
30516,881,79
65962,1222,43
30522,1222,83
30525,1222,26
30526,1222,49
30527,1222,78
30528,1222,74
30559,802,92
30560,802,60
30561,802,38
30562,802,38
30565,802,43
30566,802,28
30567,802,67
30582,237,46
65963,237,43
30584,237,27
30585,237,58
30589,237,55
65964,1112,69
30603,1112,87
30595,1112,61
67798,1112,59
30601,1112,95
30674,410,60
30682,410,73
65966,410,64
30676,410,39
30677,410,63
30678,410,48
30679,410,52
30706,1072,60
30713,1072,45
30715,1072,57
67800,1072,43
30719,1072,79
30707,1072,83
30709,1072,30
30710,1072,28
30748,645,56
30749,645,55
30752,645,62
65969,645,45
30755,645,79
30745,645,76
30746,645,28
30820,974,29
66048,974,48
31100,974,120
31101,974,40
31104,974,61
30830,853,35
68320,853,49
68079,853,44
30831,853,67
30832,853,76
30833,853,37
30834,853,48
67802,853,50
30840,853,38
30841,853,81
30842,853,80
30870,660,38
30881,660,58
30873,660,73
30875,660,55
30878,660,43
30879,660,44
30917,1171,52
30921,1171,63
30919,1171,85
30922,1171,46
30926,1171,89
30927,25,54
30937,25,55
30938,25,18
30941,25,23
67803,25,58
30944,25,44
30945,25,44
30946,25,84
30936,25,22
30973,689,43
30978,689,75
30979,689,51
30982,689,34
30984,689,41
30986,689,53
30987,689,67
30988,689,82
31047,454,49
31049,454,58
31050,454,40
31051,454,31
31054,454,34
31055,454,58
31056,454,63
31057,454,74
31077,333,48
31092,1311,49
65979,1311,60
67806,1311,43
31093,1311,76
31096,1311,41
31097,1311,144
31098,1311,63
31147,371,38
31151,371,50
31152,371,55
31153,371,28
31157,371,54
31158,371,58
65981,371,45
31149,371,67
31163,371,48
31165,371,83
31177,1284,59
31179,1284,34
31181,1284,56
31182,1284,51
31186,1284,89
31216,486,41
31218,486,56
31219,486,33
31220,486,48
31223,486,75
31232,848,71
31233,848,63
31234,848,39
31238,848,60
31239,848,72
31251,935,54
31259,935,55
67808,935,43
31252,935,87
31253,935,50
69380,1324,75
65983,1324,64
68080,1324,44
31324,1324,74
31315,1324,36
67810,1324,49
31316,1324,62
31320,1324,30
31321,1324,72
31322,1324,63
31436,865,21
66049,865,51
31583,865,80
31584,865,47
31587,865,74
31441,727,46
65986,727,51
67811,727,54
31442,727,66
31446,727,95
31447,727,73
31456,872,43
31457,872,28
31458,872,49
31460,872,29
31463,872,65
31481,839,38
31491,839,52
31494,839,60
65987,839,49
31496,839,66
31486,839,27
31487,839,57
31488,839,24
65989,339,66
31572,339,82
67813,339,43
31564,339,57
31567,339,55
31569,339,40
31553,274,77
67812,565,33
31554,565,84
31556,565,27
31557,565,48
31588,785,33
65990,785,64
31592,785,65
31594,785,58
31599,785,57
31600,785,75
65991,1084,74
31621,1084,75
31612,1084,73
67814,1084,38
31620,1084,64
31641,385,35
31654,385,55
31655,385,27
31656,385,52
65992,385,64
31649,385,60
67815,385,54
31659,385,42
31651,385,33
31652,385,64
31687,824,84
31688,824,43
31689,824,70
31690,824,53
31693,824,74
31723,583,52
31736,583,67
31738,583,86
31739,583,63
67816,583,48
31740,583,86
31731,583,50
31732,583,34
31735,583,35
31746,1032,71
31765,649,48
31766,649,60
31767,649,92
31750,1032,28
31751,649,33
31754,1032,55
31755,649,29
31756,1032,30
65996,649,64
31757,649,47
31758,649,72
31763,1032,81
31775,1011,44
31776,1011,72
31778,1011,43
31779,1074,61
31780,1074,53
65997,1074,60
67818,1074,30
31782,1011,83
31773,1074,43
31774,1074,41
31832,968,41
67819,968,39
31833,968,84
31834,968,66
31837,968,68
31838,968,61
31841,375,43
31843,375,74
31844,375,30
31846,375,25
31850,375,56
66000,375,61
67821,375,46
31851,375,83
31842,375,76
31874,1135,41
31886,1135,79
66001,1135,50
31880,1135,53
31884,1135,62
31885,1135,59
31896,129,43
31900,129,57
31901,129,53
31904,129,46
66002,129,53
67823,129,40
31906,129,56
31909,129,67
31897,129,76
31898,129,53
31899,129,52
31975,983,49
31984,983,70
66006,983,63
31976,983,139
31980,983,14
31981,983,31
31983,983,59
32046,889,97
32047,889,93
32048,889,55
32049,889,26
32052,889,78
69382,442,78
32113,442,96
32121,442,114
32123,442,73
32118,442,121
32119,442,80
32120,442,67
32146,1039,24
68084,1039,52
68085,1039,126
68904,1039,133
32156,450,45
32160,450,98
32161,450,55
32163,1039,33
66007,1039,55
67827,1039,59
32166,1039,50
32189,21,54
66009,21,54
67825,21,34
32191,21,58
32200,252,41
32210,252,68
32211,252,73
32213,252,55
32214,252,83
32204,252,50
32205,252,40
32208,252,53
32209,252,43
66010,111,54
32263,111,82
32248,111,29
32249,111,76
32250,111,49
32252,1264,55
32253,1264,28
32255,1264,25
32246,111,97
67826,111,39
32258,111,64
32259,111,63
32275,443,46
66011,443,52
32276,443,76
32277,443,40
32280,443,78
32281,563,41
32287,563,60
32288,563,63
32290,563,57
32293,563,79
32282,563,69
32283,563,72
32284,563,29
32298,978,38
32304,978,80
32305,978,55
32306,978,44
32309,978,76
66013,978,48
32300,978,57
67828,978,42
32312,978,78
32302,978,49
32303,978,47
32319,429,29
32335,782,61
32336,429,56
32337,782,86
32338,782,86
32320,782,82
32321,429,30
32323,429,35
32326,782,91
32327,782,55
32328,429,55
66014,429,63
67829,429,46
32329,782,55
32333,782,33
32334,429,94
32373,311,52
32393,311,83
32395,311,56
32397,311,47
32380,311,34
32381,311,28
66016,311,67
32382,311,31
32377,311,87
67831,311,38
32388,311,43
32389,311,49
66017,326,54
32454,326,66
32455,326,66
32456,326,58
32458,326,91
32448,326,52
32449,326,36
32450,326,89
32453,326,66
32473,303,38
67832,303,40
32474,303,75
32475,303,85
32478,303,46
32479,303,77
32480,303,62
32481,303,84
32509,81,41
32517,81,54
32518,81,73
66019,81,61
32511,81,74
32512,81,81
32513,81,36
32514,81,31
66020,1138,69
32543,1138,58
32535,1138,118
32545,1138,62
32547,1138,91
32539,1138,83
32519,233,49
32530,233,94
32520,233,103
32521,233,84
32524,233,53
32552,1261,83
69384,1261,79
66021,1261,56
32554,1261,101
32557,1261,53
32558,1261,59
32559,1261,76
32561,380,41
66022,380,53
32562,380,68
32563,380,37
32567,380,56
32575,1046,33
32576,1046,62
32579,1046,80
32569,1046,91
32573,1046,55
32598,504,49
68088,504,118
32608,504,113
32609,504,17
32613,504,87
66024,504,66
32604,504,70
67835,504,41
32616,504,70
32605,504,72
32606,504,48
32607,504,59
32673,770,63
32655,758,57
32677,758,69
32658,770,49
32659,770,28
32661,758,88
32662,770,58
32663,758,33
32664,770,25
32669,758,37
32692,1333,49
32701,1333,86
67837,1333,39
32693,1333,72
32696,1333,32
32697,1333,75
32698,1333,55
32699,1333,33
66028,434,47
32725,434,70
32726,434,33
32728,434,29
32732,434,53
32735,434,75
32722,434,40
32752,326,38
32754,326,59
32755,326,89
32758,326,55
32759,326,81
32806,988,46
32816,988,25
32818,988,65
32819,988,48
66031,988,52
66032,988,56
66033,988,56
32812,988,86
32814,988,73
32822,1195,35
66034,1195,53
32826,1195,36
32827,1195,41
32828,1195,45
32829,1195,69
32858,428,52
68556,428,46
66035,428,55
32863,428,38
32864,428,48
32865,428,68
32866,428,68
32869,591,33
69386,591,77
32879,591,24
32881,591,38
32882,591,67
32883,591,61
32885,313,29
32893,313,64
32894,313,68
66037,313,50
32888,313,35
32889,313,73
32890,313,55
32891,313,39
32902,1063,38
32911,1063,68
32916,1063,46
32917,1063,48
32918,1063,48
32948,436,34
32949,436,82
32950,436,78
32951,436,55
32945,436,67
67840,436,43
32955,436,28
32956,436,70
32962,1228,43
32969,1228,69
32971,1228,64
32972,1228,79
32963,1228,60
32964,1228,53
32965,1228,50
32968,1228,29
32999,107,46
33000,107,67
33001,107,36
33002,107,78
33005,107,86
33041,1296,52
33042,1296,72
33043,1296,84
33044,1296,60
33047,1296,86
33048,1307,63
68206,1307,79
33051,1307,77
67843,1307,33
33054,1307,23
33055,1307,50
33056,1307,64
33057,1307,62
33061,602,35
33063,602,57
33065,602,55
33066,602,42
33069,602,78
66067,159,75
33114,159,39
33115,159,33
33116,159,60
33122,159,59
67844,159,41
33124,159,53
33125,159,49
69387,944,81
66068,944,50
33166,944,66
33167,944,88
33171,944,55
33172,944,74
66069,187,61
68090,187,52
33206,956,22
33229,956,75
33231,187,74
33205,187,69
33211,956,28
33212,956,24
33220,956,62
33221,187,100
33235,190,43
69388,190,75
33246,190,73
33238,190,72
33243,190,38
33244,190,68
69389,268,51
33266,186,64
68093,268,78
33285,268,86
33267,268,64
33271,268,55
33273,186,32
33274,268,27
33277,268,68
33278,268,77
33283,268,68
33284,186,62
33303,861,29
33319,861,74
66072,861,48
33311,861,67
33314,861,77
33315,861,55
33316,861,31
33317,861,53
69390,761,73
33335,761,133
33343,761,109
33344,761,60
33337,761,44
33339,761,86
33340,761,25
33341,761,48
33373,800,66
66073,800,51
33374,800,84
33376,800,32
33379,800,34
33380,800,91
33390,1020,49
67849,1020,34
33391,1020,83
33392,1020,59
33395,1020,43
33396,1020,85
33397,1020,80
33398,1020,79
33402,561,52
33403,561,70
33404,561,73
33405,561,53
33409,561,66
33410,561,79
33422,625,66
67850,625,45
33423,625,89
33424,625,39
33427,625,82
33429,625,77
33450,508,49
33475,508,35
33477,508,101
33478,508,55
66075,508,54
33472,508,121
67852,508,52
33482,508,69
33473,508,112
33474,508,35
33451,239,43
33462,239,77
33463,239,59
33454,239,81
33455,239,58
33456,239,35
33457,239,67
33459,239,55
33517,259,54
68094,259,118
68596,259,118
33518,259,103
33521,259,81
33537,1073,29
68574,1073,43
33543,1073,46
33544,1073,63
66079,1073,46
67853,1073,46
67851,1073,35
33538,1073,53
33541,1073,55
33542,1073,26
33609,1195,80
33610,1195,60
33612,1195,45
33613,1195,63
33638,223,29
33646,223,40
33647,223,52
33639,223,70
33640,223,41
33641,223,44
33642,223,36
33645,223,55
33650,1092,66
33651,1092,70
33652,1092,34
33656,1092,82
33657,1092,61
33658,1092,74
33677,942,29
33703,942,50
33704,942,76
66080,942,63
33697,942,48
33698,942,94
33699,942,55
33701,942,39
33765,681,52
66081,681,61
67856,681,48
33766,681,114
33769,681,43
33770,681,63
33771,681,84
33804,941,33
33805,941,35
33806,941,88
33807,941,55
33810,941,73
33811,941,68
33812,941,74
33848,1130,41
33851,1130,69
67859,1130,49
33857,1130,29
33858,1130,60
33880,331,41
68976,331,97
67860,331,47
33881,331,104
33884,331,77
33979,552,54
33980,552,33
33981,552,73
33982,552,25
34002,773,57
34004,121,63
34005,773,41
34006,121,61
34007,121,61
34008,773,72
34009,121,55
34010,773,53
34015,773,68
34016,773,53
34017,773,85
34018,121,74
34086,610,54
34094,610,57
67863,610,55
34089,610,115
34109,607,38
66088,607,43
34110,607,60
34111,607,25
34114,607,32
34116,607,62
34117,607,74
34118,493,35
34125,493,55
34127,493,56
34128,493,46
34129,493,40
34134,493,64
34136,493,54
34137,493,70
66090,1285,39
34210,1285,55
34211,1285,34
34212,1285,61
67866,1285,47
34215,1285,53
34205,1285,24
34206,1285,29
34272,858,99
34265,858,66
34275,858,58
34276,858,89
34269,858,125
34270,858,55
34271,858,50
34336,745,21
66051,745,54
35897,745,109
35898,745,42
35901,745,70
34352,203,58
66091,203,61
67865,203,60
34355,203,91
34356,203,55
34357,203,40
34358,203,73
34365,644,38
34375,644,20
34379,644,67
34380,644,58
34370,644,27
34371,644,76
34372,644,55
34385,621,41
34393,621,75
34394,621,50
67867,621,52
34387,621,50
34388,621,88
34389,621,53
34390,621,43
34396,73,38
66092,73,63
67868,73,54
34397,73,79
34400,73,21
34401,73,58
34402,73,71
34508,438,33
34510,438,122
34511,438,36
34512,438,110
34515,438,60
34516,438,71
34543,575,63
68097,575,126
34544,575,50
34545,575,83
34548,575,52
34549,575,50
34550,575,67
34558,803,33
68226,803,105
34581,803,74
34584,803,29
34575,803,69
67871,803,42
34585,803,49
34578,803,42
34579,803,28
34580,803,34
34685,594,38
69395,594,65
68794,594,51
34746,594,68
34736,594,32
34737,594,30
34739,594,55
34741,594,55
34732,594,72
67872,594,41
34742,594,23
34743,594,100
34686,1004,49
34688,1004,78
34689,1004,55
34690,1004,37
34691,1004,67
34698,943,54
34708,943,90
34709,943,83
34699,943,51
34703,943,81
34704,943,53
34705,943,49
34822,1018,49
69396,1018,76
34823,1018,71
34824,1018,58
34827,1018,68
34828,1018,53
34829,1018,55
34830,1018,26
34832,1018,36
34833,1018,93
34834,1018,79
34835,1018,82
34839,1018,73
34861,176,35
34871,176,70
34873,176,68
34866,176,55
34955,347,43
68326,347,37
34963,347,69
34964,347,58
34956,347,64
34957,347,55
34958,347,36
34959,347,84
34962,347,67
66106,631,70
35118,631,55
35119,631,44
35120,631,48
35126,631,74
35114,631,38
35116,631,92
35147,387,52
35161,387,94
35162,387,68
35163,387,74
35155,387,69
35156,387,64
35158,387,39
35159,387,98
35188,1042,43
35197,1042,58
35198,1042,68
35189,1042,83
35192,1042,26
35196,1042,66
35207,1316,33
35209,1316,102
35210,1316,88
35211,1316,34
35214,1316,31
35216,1316,77
69397,1334,79
35218,1334,61
68524,1334,57
67877,1334,38
35221,1334,55
35222,1334,61
35225,1334,69
35226,1334,67
35267,937,35
35544,937,68
67879,937,35
35545,937,51
35548,937,24
35549,937,123
35550,937,56
35305,947,76
35289,407,79
35291,407,41
35292,947,55
35293,947,70
35297,947,53
67881,407,39
35298,407,44
35301,947,53
35306,947,58
35307,947,55
35309,947,53
35312,947,74
35313,947,63
66108,1198,69
35346,1198,59
35338,1198,91
67883,1198,38
35341,1198,78
35342,1198,55
35343,1198,55
35344,1198,43
35353,1305,41
35367,1305,61
35368,1305,59
35369,1305,74
67882,1305,54
35361,1305,51
35362,1305,33
35363,1305,106
35366,1305,26
35371,589,54
35384,589,73
66110,589,56
35377,589,101
66111,1291,75
68810,1291,102
35454,1291,89
35456,1291,99
35460,1291,67
35452,1291,106
67890,1291,44
35463,1291,99
35453,1291,75
35506,743,27
68099,743,52
68974,743,59
35511,743,53
35514,743,23
35515,743,24
35516,743,42
35517,743,33
35509,743,80
67886,743,52
35519,743,114
35520,743,57
35523,743,65
35524,871,54
35533,871,67
67887,871,38
35534,871,81
35527,871,32
35528,871,87
35529,871,55
35530,871,50
35554,1008,63
35555,1008,88
35558,1008,36
35559,1008,63
35560,1008,83
35568,500,98
35569,500,55
35570,500,59
35571,500,71
35573,369,38
35574,369,91
35575,369,40
35576,369,88
35579,369,45
35581,369,68
35603,0,43
66114,0,67
35604,0,88
35605,0,103
35608,0,55
35609,0,33
35610,0,60
35611,0,68
35681,222,53
66116,222,70
35678,222,28
35769,905,61
35761,905,115
35762,905,76
35763,905,76
35768,905,103
35796,1040,43
35806,1040,64
35807,1040,58
35798,1040,65
35804,1040,40
35805,1040,86
35885,492,70
35886,492,43
66119,492,75
35890,492,38
35893,492,76
35881,492,86
35884,492,29
35922,1265,60
35923,1265,78
35924,1265,46
35925,1265,112
35930,1265,58
35931,1265,64
35932,1274,71
67891,1274,48
35933,1274,42
35934,1274,33
35937,1274,74
35944,837,35
35949,837,35
35950,837,30
35951,837,53
67892,837,28
35956,837,62
35945,837,59
35946,837,56
35962,1003,29
35974,1003,77
66122,1003,77
35965,1003,76
35969,1003,83
35970,1003,34
35972,1003,48
35994,569,88
35986,569,65
35988,569,52
35990,569,100
35993,569,100
36036,1161,35
36037,1161,71
36040,1161,36
36041,1161,74
36042,1161,55
36044,455,43
68562,455,106
68100,455,75
36050,455,34
36055,455,53
36056,455,59
36046,455,65
36047,455,48
66123,51,52
67895,51,42
36118,51,58
36119,51,69
36122,51,59
36123,51,48
36124,51,70
36139,146,66
36140,146,58
36141,146,27
36142,146,25
36146,146,64
36228,157,35
68101,157,97
36239,157,68
36231,157,86
36233,157,55
36235,157,27
36236,157,65
66128,639,80
36249,639,26
36250,639,56
36251,639,73
67896,639,41
36243,639,58
36244,639,34
36245,639,73
36259,24,41
36266,24,33
36267,24,72
36268,24,67
36269,24,72
36260,24,65
36261,24,60
36262,24,39
36265,24,28
36337,975,75
36339,975,29
36342,975,30
36344,975,57
36336,975,45
36399,987,67
36400,987,73
36401,987,21
36403,987,64
36413,292,29
36422,292,77
67898,292,44
36414,292,115
36419,292,27
36420,292,99
36421,292,65
66133,846,76
36460,846,44
36461,846,52
36452,846,104
36454,846,53
36455,846,28
36487,327,43
36489,327,71
67899,327,45
36490,327,78
69399,1066,65
36603,1066,81
68672,1066,47
36604,1066,64
36607,1066,39
36608,1066,77
36610,1066,57
36611,1066,79
36635,53,57
36637,53,57
66136,53,76
67900,53,43
36632,53,49
36633,53,87
36634,53,35
36645,951,43
68628,951,57
36651,951,37
36654,951,38
36657,951,84
66138,951,59
36648,951,63
36659,951,59
36660,951,64
36677,741,41
36684,741,75
36686,741,83
66140,741,77
36678,741,64
36679,741,67
36680,741,29
36681,741,77
36712,708,46
36713,708,56
36714,708,31
36715,708,71
36718,708,63
36719,708,57
36720,708,73
36732,580,35
68608,580,38
36740,580,61
36741,580,76
36733,580,64
36734,580,74
36735,580,44
36736,580,92
36739,580,90
36743,1119,63
36744,1119,108
36745,1119,88
36746,1119,28
36749,1119,61
36750,1119,84
36774,221,43
36783,221,77
36785,221,21
36787,221,69
67903,221,38
36790,221,82
36791,221,68
36780,221,61
36801,524,48
36802,524,78
36803,524,35
36804,524,28
36808,524,84
36826,206,41
69401,206,70
36830,206,52
36832,206,30
36836,206,33
36837,206,94
36838,206,51
36839,206,59
36828,206,50
36829,206,71
36856,1238,43
36864,1238,47
36865,1238,63
36857,1238,66
36858,1238,68
36859,1238,48
36860,1238,63
36907,687,77
36908,687,53
36910,687,74
36901,687,61
36906,687,49
36912,534,43
68268,534,124
68102,534,100
36920,534,65
36922,534,69
36913,534,63
36914,534,65
36915,534,28
36918,534,39
36945,1066,49
36946,1066,79
36930,1066,58
36931,1066,70
36934,1066,33
36936,1066,33
36937,1066,39
36938,1066,70
36929,1066,53
67908,1066,39
36939,1066,62
36940,1066,60
66148,498,76
36969,498,74
36970,498,31
36971,498,67
36975,498,67
37003,203,79
37004,203,79
37005,203,25
37006,203,40
36991,599,49
69096,599,69
36999,599,67
37000,599,58
36992,599,63
36993,599,69
36994,599,50
36995,599,34
36998,599,28
37013,788,52
37025,788,63
37026,788,74
37017,788,76
37019,788,75
37022,788,68
37023,788,68
37024,788,74
37040,68,67
37045,68,55
37046,68,41
37048,68,92
37051,68,55
37053,68,63
37042,68,69
37061,561,46
66149,561,75
37063,561,71
37064,561,21
37065,561,43
37066,561,70
66151,1099,61
68328,1099,99
37102,1099,68
37086,1099,58
37091,1099,55
37094,1099,38
37085,1099,80
67913,1099,53
37100,1099,55
37120,280,46
68104,280,118
68832,280,146
37126,280,101
37152,280,76
37127,280,66
37128,280,55
37129,280,38
37201,538,61
37202,538,73
66154,538,76
67916,538,41
37196,538,64
37197,538,21
37198,538,46
37199,538,64
37266,441,27
37277,441,55
37278,441,74
37267,441,83
37270,441,74
37273,441,31
37302,385,41
37305,385,76
37308,385,27
37309,385,48
37310,385,99
37313,1207,41
37321,1207,53
37314,1207,87
37315,1207,33
37332,1089,41
68286,1089,135
37341,1089,77
66155,1089,72
37334,1089,41
37335,1089,74
37336,1089,38
